Answer yes or no: is sierra mist and mist twist the same,"[[10747.0, 0.8136829137802124], [10998.0, 0.1863170564174652], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
what sentiment the following sentence has: James Franklin just have this game away. Mathematically they have to go for 4th and 32. Not enough time to punt. ,"[[2841.0, 0.71869957447052], [7163.0, 0.26851028203964233], [1465.0, 0.012790167704224586], [10998.0, 0.0], [10747.0, 0.0]]"
"what sentiment the following sentence has: @user get well soon, Danee :) take a rest well tonight! hope tomorrow will be a good day for you \(^-^ )/ hwaiting~~"" ","[[2841.0, 0.0034439382143318653], [7163.0, 0.01725274883210659], [1465.0, 0.979303240776062], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: is there a toronto in the united states,"[[10747.0, 0.7106332778930664], [10998.0, 0.2893666923046112], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: did the plane in flight of the phoenix really fly,"[[10747.0, 0.19514167308807373], [10998.0, 0.8048583269119263], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is your pupil a hole in your eye,"[[10747.0, 0.5915842652320862], [10998.0, 0.40841570496559143], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is the fed part of the us treasury,"[[10747.0, 0.7625442743301392], [10998.0, 0.23745568096637726], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
what sentiment the following sentence has: Wheww I leave Ohio June 3rd I don't even want to think about leaving ,"[[2841.0, 0.8350704312324524], [7163.0, 0.1461087167263031], [1465.0, 0.01882091723382473], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: will there be a new friday the 13th,"[[10747.0, 0.729556143283844], [10998.0, 0.2704438865184784], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
"what sentiment the following sentence has: ""Tia Sharp: cause of death may never be known- well they would have known it, had they found the body when they first searched her house."" ","[[2841.0, 0.4839733839035034], [7163.0, 0.4929954707622528], [1465.0, 0.02303115278482437], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: is a the window seat on a plane,"[[10747.0, 0.6401568651199341], [10998.0, 0.35984307527542114], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is for king and country a christian band,"[[10747.0, 0.5946080684661865], [10998.0, 0.40539199113845825], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is the sorcerer stone and the philosopher stone the same,"[[10747.0, 0.8669279217720032], [10998.0, 0.13307204842567444], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: are any members of the von trapp family still alive,"[[10747.0, 0.15445996820926666], [10998.0, 0.8455400466918945], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: are gap and old navy the same company,"[[10747.0, 0.7159426808357239], [10998.0, 0.28405728936195374], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
what sentiment the following sentence has: David Price is the fastest #bluejays' pitcher to reach 50Ks with the team. He accomplished the feat tonight in his 6th #jays' start. ,"[[2841.0, 0.0018349118763580918], [7163.0, 0.21927927434444427], [1465.0, 0.7788858413696289], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: do you have to touch the bases on a home run,"[[10747.0, 0.7947794795036316], [10998.0, 0.20522058010101318], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
what sentiment the following sentence has: Saw this after the game Saturday.   @ Former Site Of The Now Removed Joe Paterno Statue At Beaver Stadium ,"[[2841.0, 0.033445000648498535], [7163.0, 0.9385573863983154], [1465.0, 0.02799762785434723], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: staphylococcus is the only causative agent of conjunctivitis,"[[10747.0, 0.8678989410400391], [10998.0, 0.13210102915763855], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: are hastings direct and hastings premier the same company,"[[10747.0, 0.5089147090911865], [10998.0, 0.49108532071113586], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is a counter check the same as a cashier's check,"[[10747.0, 0.9028024077415466], [10998.0, 0.09719757735729218], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
what sentiment the following sentence has: I hope every young girl watched the Williams sisters tonight. Serena may have won but they'll go down as the greatest sibling duo ever! ,"[[2841.0, 0.004527651704847813], [7163.0, 0.029913226142525673], [1465.0, 0.965559184551239], [10998.0, 0.0], [10747.0, 0.0]]"
what sentiment the following sentence has: I wanna go to the studio with Ulysses n them tomorrow\u002cbut i cant. #BARS ,"[[2841.0, 0.6592048406600952], [7163.0, 0.3050070106983185], [1465.0, 0.03578808903694153], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: is lateral rotation the same as external rotation,"[[10747.0, 0.9136226177215576], [10998.0, 0.08637738227844238], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: do i need a transit visa for south korea,"[[10747.0, 0.6531569957733154], [10998.0, 0.3468429744243622], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: has el salvador ever been in the world cup,"[[10747.0, 0.1680460423231125], [10998.0, 0.8319540023803711], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: does dr. burke die in grey's anatomy,"[[10747.0, 0.7707415819168091], [10998.0, 0.22925840318202972], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is texas the largest state in the usa,"[[10747.0, 0.7467427253723145], [10998.0, 0.2532573342323303], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
"what sentiment the following sentence has: ""Caitlyn Jenner may be charged with manslaughter: When you are involved in a motor vehicle accident, you suffer... ","[[2841.0, 0.8501492738723755], [7163.0, 0.1442800611257553], [1465.0, 0.005570718552917242], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: is the salmon cooked in a philadelphia roll,"[[10747.0, 0.5206030607223511], [10998.0, 0.4793969988822937], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is there a prize for love island australia,"[[10747.0, 0.3996354639530182], [10998.0, 0.6003645658493042], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: are there target stores outside of the us,"[[10747.0, 0.4305281937122345], [10998.0, 0.5694718360900879], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is md anderson part of university of texas,"[[10747.0, 0.8235923051834106], [10998.0, 0.17640772461891174], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
what sentiment the following sentence has: @user i would just like to say i will not be singing tomorrow\u002c i barely have a voice.. you and trina are on your own :p ,"[[2841.0, 0.7863826751708984], [7163.0, 0.19744868576526642], [1465.0, 0.016168629750609398], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: are white bass the same as sand bass,"[[10747.0, 0.8872299790382385], [10998.0, 0.1127699688076973], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is it illegal to ride a bike without a helmet australia,"[[10747.0, 0.3423738479614258], [10998.0, 0.6576261520385742], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is there offsides on a goal kick in soccer,"[[10747.0, 0.45109450817108154], [10998.0, 0.5489054322242737], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is there a subway station at fairview mall,"[[10747.0, 0.4099856913089752], [10998.0, 0.5900142788887024], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is there a sequel to guardians of the galaxy,"[[10747.0, 0.501006007194519], [10998.0, 0.49899396300315857], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is it still the law to register for the draft,"[[10747.0, 0.43489670753479004], [10998.0, 0.56510329246521], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is what a wonderful world a jazz song,"[[10747.0, 0.790327250957489], [10998.0, 0.2096727192401886], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is there a visa on arrival in sri lanka,"[[10747.0, 0.22771713137626648], [10998.0, 0.7722828984260559], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
what sentiment the following sentence has: Its okay if its almost 5am and ive had no sleep in like three days cos im on the 4th season of Game of Thrones so who's the real winner here ,"[[2841.0, 0.024077480658888817], [7163.0, 0.26528462767601013], [1465.0, 0.7106379270553589], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: is a filbert and a hazelnut the same thing,"[[10747.0, 0.8631867170333862], [10998.0, 0.13681331276893616], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: are the canary islands part of the iberian peninsula,"[[10747.0, 0.6998661160469055], [10998.0, 0.3001338839530945], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: ok google has the eagles ever won a superbowl,"[[10747.0, 0.5697140693664551], [10998.0, 0.43028587102890015], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is there a place called boston in england,"[[10747.0, 0.36643362045288086], [10998.0, 0.6335663795471191], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: can the federal government make criminal laws on any matter,"[[10747.0, 0.23585852980613708], [10998.0, 0.7641414999961853], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
what sentiment the following sentence has: The growth of gerontocracy: George Osborne's assault on the young. @user  ,"[[2841.0, 0.6805287003517151], [7163.0, 0.30674347281455994], [1465.0, 0.012727824971079826], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: is a 3 way bulb the same as dimmable,"[[10747.0, 0.8425477147102356], [10998.0, 0.1574522703886032], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is a labor strike a force majeure event,"[[10747.0, 0.5254544615745544], [10998.0, 0.47454556822776794], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is the federal reserve bank of new york a government agency,"[[10747.0, 0.6026100516319275], [10998.0, 0.3973899483680725], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: does pete campbell find out he has a son,"[[10747.0, 0.2423226535320282], [10998.0, 0.7576773166656494], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
what sentiment the following sentence has: Of course its true. Racists are beside themselves because Obama beat them. 1st thing they did was contact you Sellouts. TK @user ,"[[2841.0, 0.9154641032218933], [7163.0, 0.0765308067202568], [1465.0, 0.008005199953913689], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: does hitting the post count as a shot on goal,"[[10747.0, 0.7379505038261414], [10998.0, 0.26204949617385864], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is caspian sea the largest lake in the world,"[[10747.0, 0.8455759286880493], [10998.0, 0.15442410111427307], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is puerto rico a united states minor outlying islands,"[[10747.0, 0.42445501685142517], [10998.0, 0.5755450129508972], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is there a new susan on days of our lives,"[[10747.0, 0.46574002504348755], [10998.0, 0.5342599749565125], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
what sentiment the following sentence has: it looks like a beautiful night to throw myself off the Brooklyn Bridge ---@Tim_Hecht ,"[[2841.0, 0.1405239701271057], [7163.0, 0.3039427697658539], [1465.0, 0.555533230304718], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: did don't trust the b get cancelled,"[[10747.0, 0.6341843605041504], [10998.0, 0.36581557989120483], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is the mouth part of the gastrointestinal tract,"[[10747.0, 0.627703845500946], [10998.0, 0.37229615449905396], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: does emma in once upon a time find love,"[[10747.0, 0.19725757837295532], [10998.0, 0.8027423620223999], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is pokemon fire red the same as leaf green,"[[10747.0, 0.9355074167251587], [10998.0, 0.06449253857135773], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
what sentiment the following sentence has: You may not speak to justin bieber unless you are spoken to wtf are you the queen? the pope? no didn't think so ,"[[2841.0, 0.4703482389450073], [7163.0, 0.5043452978134155], [1465.0, 0.025306496769189835], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: does marvel own the rights to fantastic four,"[[10747.0, 0.6350061893463135], [10998.0, 0.3649938702583313], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: can i buy alcohol on sunday in missouri,"[[10747.0, 0.1889137625694275], [10998.0, 0.8110861778259277], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
what sentiment the following sentence has: Heres everybody\u2019s warning nobody better piss me off tomorrow\u002c Idc who you are I\u2019m gonna snap #done #imatmybreakingpoint #canttakethisanymore ,"[[2841.0, 0.9413440823554993], [7163.0, 0.050430066883563995], [1465.0, 0.008225874044001102], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: can i use gibraltar pounds in the uk,"[[10747.0, 0.5274672508239746], [10998.0, 0.472532719373703], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: most television shows that reach 50 episodes minimum go into syndication and go into re-runs,"[[10747.0, 0.28774550557136536], [10998.0, 0.712254524230957], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
what sentiment the following sentence has: @user the kanye in israel tweet may have been the worst tweet i've ever read in my life ,"[[2841.0, 0.9448057413101196], [7163.0, 0.04952485114336014], [1465.0, 0.00566945830360055], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: is there a trophy for nba scoring title,"[[10747.0, 0.36578741669654846], [10998.0, 0.6342125535011292], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: did captain of titanic go down with ship,"[[10747.0, 0.704153299331665], [10998.0, 0.29584673047065735], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
"what sentiment the following sentence has: ""#AFailedTextFromToday """"""""You going to Soundset?""""""""-Name Withheld. """"""""Uh, Soundset was last Sunday...."""""""" Ahahahaha"" ","[[2841.0, 0.4036935865879059], [7163.0, 0.5154855251312256], [1465.0, 0.08082092553377151], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: does the national security advisor require senate confirmation hearing,"[[10747.0, 0.6606775522232056], [10998.0, 0.33932244777679443], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: do male seahorses die after they give birth,"[[10747.0, 0.822995126247406], [10998.0, 0.17700491845607758], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is london broil the same as roast beef,"[[10747.0, 0.9064405560493469], [10998.0, 0.09355947375297546], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is there a second season of north and south,"[[10747.0, 0.6523380875587463], [10998.0, 0.34766191244125366], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: can you buy liquor on sundays in west virginia,"[[10747.0, 0.21558219194412231], [10998.0, 0.7844178080558777], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
"what sentiment the following sentence has: So Magic Mike with @user was super great. Tomorrow I'm going to see Mission Impossible, but all I wanna do is watch Magic Mike XXL. ","[[2841.0, 0.002364008454605937], [7163.0, 0.01313568651676178], [1465.0, 0.9845002889633179], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: did eric clapton ever sing knocking on heaven's door,"[[10747.0, 0.2962096929550171], [10998.0, 0.7037903070449829], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
what sentiment the following sentence has: @user are you in the land of my fathers*? (*just the one father. Ignore what you may have read of Liverpudlian sexual mores) ,"[[2841.0, 0.1999993771314621], [7163.0, 0.7604320049285889], [1465.0, 0.039568617939949036], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: does any thing live in the dead sea,"[[10747.0, 0.2875736653804779], [10998.0, 0.7124263644218445], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: does blair in gossip girl have a baby,"[[10747.0, 0.2924249470233917], [10998.0, 0.7075750827789307], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is there going to be any more episodes of riverdale,"[[10747.0, 0.7293433547019958], [10998.0, 0.27065664529800415], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: has an nba team ever scored 200 points,"[[10747.0, 0.16354143619537354], [10998.0, 0.8364585638046265], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: does the colorado river still reach the ocean,"[[10747.0, 0.6972745060920715], [10998.0, 0.3027254641056061], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: can you go to a shooting range at 17,"[[10747.0, 0.12170752137899399], [10998.0, 0.878292441368103], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is a scallion the same as a green onion,"[[10747.0, 0.6862441301345825], [10998.0, 0.3137558400630951], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: are there two versions of the greatest showman,"[[10747.0, 0.385873943567276], [10998.0, 0.6141260266304016], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: does the state of illinois have the death penalty,"[[10747.0, 0.6901542544364929], [10998.0, 0.30984580516815186], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: can a company have a social security number,"[[10747.0, 0.5581778883934021], [10998.0, 0.4418220520019531], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: does the nissan rogue have all wheel drive,"[[10747.0, 0.7304868698120117], [10998.0, 0.2695131003856659], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: has there ever been a female governor in georgia,"[[10747.0, 0.2942869961261749], [10998.0, 0.7057129740715027], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
what sentiment the following sentence has: I could be going to digi tomorrow but I thought I was supposed to be seeing the girls but they cancelled lmao ,"[[2841.0, 0.5745276212692261], [7163.0, 0.3996623754501343], [1465.0, 0.02580999955534935], [10998.0, 0.0], [10747.0, 0.0]]"
what sentiment the following sentence has: Janet Jackson took a moment to remember Aaliyah on the 14th anniversary of her passing.  The iconic artist penned... ,"[[2841.0, 0.008029726333916187], [7163.0, 0.3995411694049835], [1465.0, 0.5924291014671326], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: is fear of the walking dead before the walking dead,"[[10747.0, 0.7302224040031433], [10998.0, 0.26977765560150146], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
what sentiment the following sentence has: Saudi voters elect 20 women candidates for the 1st time: Two women were elected in Saudi Arabia's most conserv... ,"[[2841.0, 0.006929611321538687], [7163.0, 0.8114295601844788], [1465.0, 0.1816408485174179], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: are all boston terriers born by c section,"[[10747.0, 0.8570202589035034], [10998.0, 0.1429796665906906], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: does preston burke come back on grey's anatomy,"[[10747.0, 0.5152865648269653], [10998.0, 0.4847133755683899], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: can off duty cops carry guns in other states,"[[10747.0, 0.1600741744041443], [10998.0, 0.8399258255958557], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
what sentiment the following sentence has: Line up at #yyt to check in longer than a #tims lineup on a Monday Morning after the Super Bowl Sunday! ,"[[2841.0, 0.014767071232199669], [7163.0, 0.791921854019165], [1465.0, 0.19331111013889313], [10998.0, 0.0], [10747.0, 0.0]]"
Answer yes or no: is the pay it forward movie a true story,"[[10747.0, 0.9360293745994568], [10998.0, 0.0639706403017044], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: will there be bigg boss tamil season 2,"[[10747.0, 0.7033308148384094], [10998.0, 0.2966691851615906], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: will there be more episodes of a place to call home,"[[10747.0, 0.6315500736236572], [10998.0, 0.3684498965740204], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: can a job fire you for a no call no show,"[[10747.0, 0.5316597819328308], [10998.0, 0.4683402478694916], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: can a 14 year old get a driver's license,"[[10747.0, 0.26169082522392273], [10998.0, 0.7383091449737549], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is there a part two of i am number four,"[[10747.0, 0.35517582297325134], [10998.0, 0.644824206829071], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
Answer yes or no: is buy buy baby connected to bed bath and beyond,"[[10747.0, 0.4546244740486145], [10998.0, 0.5453755855560303], [2841.0, 0.0], [7163.0, 0.0], [1465.0, 0.0]]"
